,Mutation Type,Index,Change,Size,ID_type,ID1,ID2,ID3,ID4,ID5,ID6,ID7,ID8,ID9,ID10,ID11,ID12,ID13,ID14,ID15,ID16,ID17
0,DEL_C_1_0,C,1.0,1.0,D,0.041251362,0.525828644,0.0,0.0,0.0,0.0,0.0,6.133443932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,DEL_C_1_1,C,1.0,2.0,D,0.199568934,0.0024089000000000003,0.0,0.0,0.0,0.0,0.0,3.6830544519999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,DEL_C_1_2,C,1.0,3.0,D,8.539799999999999e-16,0.00033899,0.0,0.0,0.0,0.0,0.0,0.512905316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,DEL_C_1_3,C,1.0,4.0,D,0.49216415399999996,0.269456284,0.0,0.0,0.0,0.0,0.0,0.8320855620000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,DEL_C_1_4,C,1.0,5.0,D,0.18214542,0.42041038399999997,0.0,0.0,0.0,0.0,0.0,0.19645918599999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,DEL_C_1_5+,C,1.0,6.0,D,0.86948967,1.5930812159999999,0.0,0.0,0.0,0.0,0.0,0.14379426599999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,DEL_T_1_0,T,1.0,1.0,D,0.33839409,0.861750294,0.0,0.0,0.0,0.0,0.0,5.273527798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,DEL_T_1_1,T,1.0,2.0,D,8.539799999999999e-16,4.3054999999999997e-16,0.0,0.0,0.0,0.0,0.0,1.609619704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,DEL_T_1_2,T,1.0,3.0,D,0.24160487400000003,0.7669695620000001,0.0,0.0,0.0,0.0,0.0,1.38477262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,DEL_T_1_3,T,1.0,4.0,D,0.59233059,2.2055869869999998,0.0,0.0,0.0,0.0,0.0,1.5130569299999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DEL_T_1_4,T,1.0,5.0,D,1.107186876,5.136071825,0.0,0.0,0.0,0.0,0.0,0.19616212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,DEL_T_1_5+,T,1.0,6.0,D,8.539799999999999e-16,88.80199719800001,0.0,0.0,0.0,0.0,0.0,1.635532668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,INS_C_1_0,C,1.0,1.0,I,8.539799999999999e-16,4.3054999999999997e-16,0.0,0.0,0.0,0.0,0.0,0.42569773399999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,INS_C_1_1,C,1.0,2.0,I,8.539799999999999e-16,0.024745833999999998,0.0,0.0,0.0,0.0,0.0,0.33404432599999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,INS_C_1_2,C,1.0,3.0,I,8.539799999999999e-16,0.0028558,0.0,0.0,0.0,0.0,0.0,0.23515799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,INS_C_1_3,C,1.0,4.0,I,0.21826438800000003,0.04687545,0.0,0.0,0.0,0.0,0.0,0.017944696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,INS_C_1_4,C,1.0,5.0,I,0.46066545000000003,0.317391214,0.0,0.0,0.0,0.0,0.0,0.085343258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,INS_C_1_5+,C,1.0,6.0,I,6.268506288,0.982911424,0.0,0.0,0.0,0.0,0.0,0.075381306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,INS_T_1_0,T,1.0,1.0,I,0.5892265919999999,0.144812604,0.0,0.0,0.0,0.0,0.0,0.694228766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,INS_T_1_1,T,1.0,2.0,I,0.0103974,4.3054999999999997e-16,0.0,0.0,0.0,0.0,0.0,0.749779184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,INS_T_1_2,T,1.0,3.0,I,0.04975917,0.070526597,0.0,0.0,0.0,0.0,0.0,0.220163944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,INS_T_1_3,T,1.0,4.0,I,1.094762886,0.11803381099999999,0.0,0.0,0.0,0.0,0.0,0.167442044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,INS_T_1_4,T,1.0,5.0,I,4.295474766,0.380133249,0.0,0.0,0.0,0.0,0.0,0.126683172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,INS_T_1_5+,T,1.0,6.0,I,229.853867712,0.34145176499999996,0.0,0.0,0.0,0.0,0.0,3.104832192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,DEL_repeats_2_0,,,,,0.176999868,0.017855181,0.0,0.0,0.0,0.0,0.0,1.350459726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,DEL_repeats_2_1,,,,,0.314752002,0.38900846499999997,0.0,0.0,0.0,0.0,0.0,1.58730033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,DEL_repeats_2_2,,,,,0.121969242,0.20160356599999998,0.0,0.0,0.0,0.0,0.0,0.081932004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,DEL_repeats_2_3,,,,,0.11009376,0.08055579599999999,0.0,0.0,0.0,0.0,0.0,0.0041734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,DEL_repeats_2_4,,,,,0.014086800000000002,0.096130588,0.0,0.0,0.0,0.0,0.0,0.042200157999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,DEL_repeats_2_5+,,,,,8.539799999999999e-16,5.0903e-16,0.0,0.0,0.0,0.0,0.0,0.128294166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,DEL_repeats_3_0,,,,,0.03303561,0.0013625,0.0,0.0,0.0,0.0,0.0,1.6884715540000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,DEL_repeats_3_1,,,,,1.29285993,0.545355122,0.0,0.0,0.0,0.0,0.0,0.20772551800000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,DEL_repeats_3_2,,,,,0.198500814,0.249598119,0.0,0.0,0.0,0.0,0.0,0.057991933999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,DEL_repeats_3_3,,,,,0.095784048,0.043881983,0.0,0.0,0.0,0.0,0.0,0.039040386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,DEL_repeats_3_4,,,,,8.539799999999999e-16,4.3273e-16,0.0,0.0,0.0,0.0,0.0,0.00041272000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,DEL_repeats_3_5+,,,,,8.539799999999999e-16,4.3054999999999997e-16,0.0,0.0,0.0,0.0,0.0,0.014014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,DEL_repeats_4_0,,,,,0.025722599999999998,0.0013189,0.0,0.0,0.0,0.0,0.0,1.0304615860000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,DEL_repeats_4_1,,,,,0.232329774,0.230620783,0.0,0.0,0.0,0.0,0.0,0.24993506999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,DEL_repeats_4_2,,,,,0.00083334,0.059218828,0.0,0.0,0.0,0.0,0.0,0.041983941999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
