,Mutation Type,Index,Change,Size,ID_type,ID1,ID2,ID3,ID4,ID5,ID6,ID7,ID8,ID9,ID10,ID11,ID12,ID13,ID14,ID15,ID16,ID17
0,DEL_C_1_0,C,1.0,1.0,D,0.00479667,0.038592928,0.0,0.0,0.5550527,0.0,0.0,1.314309414,15.072294645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,DEL_C_1_1,C,1.0,2.0,D,0.02320569,0.00017680000000000001,0.0,0.0,0.713680375,0.0,0.0,0.789225954,4.49974017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,DEL_C_1_2,C,1.0,3.0,D,9.93e-17,2.488e-05,0.0,0.0,0.6649231750000001,0.0,0.0,0.10990828200000001,0.121079475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,DEL_C_1_3,C,1.0,4.0,D,0.05722839,0.019776608,0.0,0.0,0.35397805,0.0,0.0,0.17830404900000002,0.47814372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,DEL_C_1_4,C,1.0,5.0,D,0.0211797,0.030855808,0.0,0.0,0.07183555,0.0,0.0,0.042098396999999996,0.5623605899999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,DEL_C_1_5+,C,1.0,6.0,D,0.10110345,0.11692339199999999,0.0,0.0,0.065061225,0.0,0.0,0.030813056999999998,0.002016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,DEL_T_1_0,T,1.0,1.0,D,0.03934815,0.063247728,0.0,0.0,2.5370287250000003,0.0,0.0,1.130041671,4.729741785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,DEL_T_1_1,T,1.0,2.0,D,9.93e-17,3.16e-17,0.0,0.0,2.652490275,0.0,0.0,0.34491850799999996,1.9932138449999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,DEL_T_1_2,T,1.0,3.0,D,0.02809359,0.05629134400000001,0.0,0.0,2.8532116,0.0,0.0,0.29673699,3.8637880200000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,DEL_T_1_3,T,1.0,4.0,D,0.06887565,0.161877944,0.0,0.0,2.2240552,0.0,0.0,0.32422648499999995,5.096279835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DEL_T_1_4,T,1.0,5.0,D,0.12874266,0.3769594,0.0,0.0,1.3064883,0.0,0.0,0.04203474,4.248573165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,DEL_T_1_5+,T,1.0,6.0,D,9.93e-17,6.517577776,0.0,0.0,0.7652630749999999,0.0,0.0,0.350471286,0.041842575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,INS_C_1_0,C,1.0,1.0,I,9.93e-17,3.16e-17,0.0,0.0,0.0135563,0.0,0.0,0.09122094299999998,2.4345000000000004e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,INS_C_1_1,C,1.0,2.0,I,9.93e-17,0.001816208,0.0,0.0,0.03107245,0.0,0.0,0.07158092699999999,8.685000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,INS_C_1_2,C,1.0,3.0,I,9.93e-17,0.0002096,0.0,0.0,0.07879167499999999,0.0,0.0,0.050391,0.015868035000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,INS_C_1_3,C,1.0,4.0,I,0.025379580000000002,0.0034404,0.0,0.0,0.0150712,0.0,0.0,0.0038452919999999997,2.4345000000000004e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,INS_C_1_4,C,1.0,5.0,I,0.05356575,0.023294767999999997,0.0,0.0,0.004939550000000001,0.0,0.0,0.018287841,9.72e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
