,Mutation Type,Index,Change,Size,ID_type,ID1,ID2,ID3,ID4,ID5,ID6,ID7,ID8,ID9,ID10,ID11,ID12,ID13,ID14,ID15,ID16,ID17
0,DEL_C_1_0,C,1.0,1.0,D,0.00319778,0.1206029,0.0,0.0,0.0,0.0,0.0,0.0,16.077114288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,DEL_C_1_1,C,1.0,2.0,D,0.01547046,0.0005525,0.0,0.0,0.0,0.0,0.0,0.0,4.799722848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,DEL_C_1_2,C,1.0,3.0,D,6.62e-17,7.774999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.12915144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,DEL_C_1_3,C,1.0,4.0,D,0.03815225999999999,0.06180190000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.510019968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,DEL_C_1_4,C,1.0,5.0,D,0.0141198,0.0964244,0.0,0.0,0.0,0.0,0.0,0.0,0.599851296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,DEL_C_1_5+,C,1.0,6.0,D,0.0674023,0.3653856,0.0,0.0,0.0,0.0,0.0,0.0,0.0021504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,DEL_T_1_0,T,1.0,1.0,D,0.0262321,0.19764915,0.0,0.0,0.0,0.0,0.0,0.0,5.045057904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,DEL_T_1_1,T,1.0,2.0,D,6.62e-17,9.874999999999999e-17,0.0,0.0,0.0,0.0,0.0,0.0,2.1260947679999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,DEL_T_1_2,T,1.0,3.0,D,0.018729060000000002,0.17591045000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.121373888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,DEL_T_1_3,T,1.0,4.0,D,0.045917099999999995,0.505868575,0.0,0.0,0.0,0.0,0.0,0.0,5.4360318240000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DEL_T_1_4,T,1.0,5.0,D,0.08582844,1.177998125,0.0,0.0,0.0,0.0,0.0,0.0,4.531811376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,DEL_T_1_5+,T,1.0,6.0,D,6.62e-17,20.36743055,0.0,0.0,0.0,0.0,0.0,0.0,0.04463208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,INS_C_1_0,C,1.0,1.0,I,6.62e-17,9.874999999999999e-17,0.0,0.0,0.0,0.0,0.0,0.0,2.5968e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,INS_C_1_1,C,1.0,2.0,I,6.62e-17,0.00567565,0.0,0.0,0.0,0.0,0.0,0.0,9.264000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,INS_C_1_2,C,1.0,3.0,I,6.62e-17,0.000655,0.0,0.0,0.0,0.0,0.0,0.0,0.016925904000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,INS_C_1_3,C,1.0,4.0,I,0.016919720000000003,0.01075125,0.0,0.0,0.0,0.0,0.0,0.0,2.5968e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,INS_C_1_4,C,1.0,5.0,I,0.0357105,0.07279614999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.00010368000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,INS_C_1_5+,C,1.0,6.0,I,0.48593072000000004,0.22543839999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0035376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,INS_T_1_0,T,1.0,1.0,I,0.04567648,0.033213900000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.605495232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,INS_T_1_1,T,1.0,2.0,I,0.000806,9.874999999999999e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.498493152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,INS_T_1_2,T,1.0,3.0,I,0.0038572999999999997,0.016175824999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.11110382399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,INS_T_1_3,T,1.0,4.0,I,0.08486534000000001,0.027071974999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.07684248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
